"""jagunço"" - Estudo para ilustração","M-0947"
"""Emboscada"" - estudo para ilustração ","M-0948"
"""cactus"" - Estudo para Ilustração","M-0949"
"""Estudo para Antonio Conselheiro""","M-0950"
"""Caveiras"" - Estudo para ilustração","M-0951"
"""Estudos para Antonio Conselheiro""","M-0952"
"""degola"" - Estudo para ilustração","M-0953"
"""divino espírito santo"" - Estudo para ilustração","M-0954"
"""O Sargento"" - estudo para ilustração","M-0955"
"""O sargento"" - Estudo para ilustração","M-0956"
"""Briga de Casal"" Estudo para ilustração","M-0957"
"Grupo de mulheres - Estudo para ilustração","M-0958"
"""Joana Cangaty"" estudo para ilustração","M-0959"
"Paisagem com rios e montanhas - estudo para ilustração","M-0960"
"árvore e Casa - Estudo para ilustração","M-0961"
"Tocador de flauta - estudo para ilustração","M-0962"
"grupo com árvores","M-0963"
"Grupo com árvores - estudo para ilustração","M-0964"
"grupo com árvores - estudo para ilustração","M-0965"
"cavaleiros com estandartes e trombetas - estudo para ilustraçào de cardápio","M-0966"
"cavaleiros com estandarte e trombetas - ilustração para capa de cardápio","M-0967"
"""Dr. André Sentado"" - estudo para ilustração","M-0968"
"""jantar na família de cora"" - estudo para ilustração","M-0969"
"""Roubo dos Ossos""- estudo para ilustração","M-0970"
"""o Militar""-  ilustração para capa de cardápio","M-0971"
"""O jantar de Macunaíma"" - ilustração para capa de cardápio","M-0972"
"""Caranguejo"" - ilustração para capa de cardápio","M-0973"
"retrato de bebê","M-0974"
"Cena Erótica ","M-0975"
"Carruagem real puxada por cavalos","M-0976"
"vitral","M-0977"
"Folha de Biombo","M-0978"
"folha de biombo","M-0979"
"folha de biombo","M-0980"
"capa índice do álbum Balada do terror","M-0981"
"""balada do terror""","M-0982"
"""Kalungano""","M-0983"
"""Germinal""","M-0984"
"""estiagem""","M-0985"
"""Big sur""","M-0986"
"""cromossoma  cromática""","M-0987"
"""Cantarina Pânica""","M-0988"
"""kravid""","M-0989"
"""réquien""","M-0990"
"fff Moldura","M-0991"
"Mandala","M-0992"
"binóculo","M-0993"
"caixa ""caranguejo""","M-0994"
"relógio despertador","M-0995"
"cabeça  masculina (?)","M-0996"
"""figura feminina""","M-0997"
"Opus 112 ""Cristina""","M-0998"
"lustre","M-0999"
"candeeiro","M-1000"
"Ema gordon klabin (busto)","M-1001"
"candeeiro","M-1002"
"candeeiro","M-1003"
"porta","M-1004"
"porta","M-1005"
"jarro Nazca","M-1006"
"friso","M-1007"
"medidor de ouro em pó","M-1008"
"caixa ","M-1009"
"candelabro","M-1010"
"candelabro","M-1011"
"""abóbora""","M-1012"
"""Tomates""","M-1013"
"""abóbora""","M-1014"
"moldura","M-1015"
"recipiente","M-1016"
"caixa","M-1017"
"cálice","M-1018"
"figura feminina e árvore","M-1019"
"Galináceos e ramo de flores","M-1020"
"saboneteira","M-1021"
"Retrato de ema gordon klabin","M-1022"
"fragmento de tecido","M-1023"
"recipiente","M-1024"
"cinzeiro em forma de sapatinho mandarim","M-1025"
"Bacia de barbear","M-1026"
"paisagem pastoral","M-1027"
"Prato Raso","M-1028"
"Bule","M-1029"
"Açucareiro","M-1030"
"Cremeira","M-1031"
"prato","M-1032"
"xícara de chá","M-1033"
"pires para xícara de chá","M-1034"
"xícara de chá","M-1035"
"pires para chícara de chá","M-1036"
"xícara de café","M-1037"
"Pires para xícara de café","M-1038"
"xícara de café com pires","M-1039"
"xícara de café","M-1040"
"pires para xícara de café","M-1041"
"vaso","M-1042"
"vasilha","M-1043"
"travessa","M-1044"
"travessa","M-1045"
"vaso","M-1046"
"copo","M-1047"
"taça para licor","M-1048"
"taça","M-1049"
"taça para licor","M-1050"
"Taça para consomê","M-1051"
"Pires para Taça de Consomê","M-1052"
"Xícara de café","M-1053"
"pires para xícara de café","M-1054"
"prato","M-1055"
"prato","M-1056"
"Pá para maquiagem","M-1057"
"banqueta","M-1058"
"Penteadeira","M-1059"
"banqueta","M-1060"
"Porta-toalhas","M-1061"
"porta-toalhas","M-1062"
"pia","M-1063"
"arandela em forma de flechas","M-1064"
"arandela em forma de flechas","M-1065"
"Chaveiro Hessel Klabin","M-1066"
"recipiente em forma de pimenta","M-1067"
"dedal","M-1068"
"mala para sapatos","M-1069"
"Frasqueira","M-1070"
"grupo de Aves","M-1071"
"Candeeiro","M-1072"
"sapo","M-1073"
"sapo","M-1074"
"sapo","M-1075"
"sapo","M-1076"
"sapo","M-1077"
"sapo","M-1078"
"anjo - representação da audição","M-1079"
"anjo- representação do olfato","M-1080"
"anjo - representação do paladar","M-1081"
"anjo - representação da tato","M-1082"
"anjo - representação do Visão","M-1083"
"banheira","M-1084"
"painel de azulejos  ","M-1085"
"bandeja","M-1086"
"porta-garrafa","M-1087"
"sopeira","M-1088"
"sopeira","M-1089"
"sopeira","M-1090"
"sopeira","M-1091"
"conjunto para santos óleos","M-1092"
"taça","M-1093"
"cinzeiro","M-1094"
"samovar","M-1095"
"caneca","M-1096"
"fruteira","M-1097"
"candelabro","M-1098"
"candelabro","M-1099"
"castiçal","M-1100"
"castiçal","M-1101"
"castiçal","M-1102"
"castiçal de saia","M-1103"
"castiçal de saia","M-1104"
"porta-missal","M-1105"
"fruteira","M-1106"
"tocheiro","M-1107"
"tocheiro","M-1108"
"Busto relicário de s. lamberto","M-1109"
"taça","M-1110"
"penca de balangandans","M-1111"
"Copo (beaker and cover)","M-1112"
"copo (Beaker and cover)","M-1113"
"taça","M-1114"
"mata-cigarros","M-1115"
"taça","M-1116"
"molheira","M-1117"
"molheira","M-1118"
"molheira","M-1119"
"molheira","M-1120"
"terrina com presentoir","M-1121"
"terrina","M-1122"
"caixa para chá - tea caddy","M-1123"
"caixa para chá - tea caddy","M-1124"
"Caixa para chá - tea caddy","M-1125"
"taça","M-1126"
"taça","M-1127"
"taça","M-1128"
"taça","M-1129"
"taça","M-1130"
"copo","M-1131"
"taça","M-1132"
"caneca","M-1133"
"açucareiro","M-1134"
"bule","M-1135"
"salva","M-1136"
"Caneca","M-1137"
"FLOREIRA","M-1138"
"farinheira ","M-1139"
"recipiente","M-1140"
"recipiente","M-1141"
"taça (Cup)","M-1142"
"taça (cup and cover)","M-1143"
"Copo","M-1144"
"cesto para pão","M-1145"
"porta-garrafa","M-1146"
"Salva","M-1147"
"caldeirinha de água-benta","M-1148"
"Bombonnière","M-1149"
"Incensário","M-1150"
"castiçal","M-1151"
"castiçal","M-1152"
"taça","M-1153"
"enfeite de mesa","M-1154"
"bule de café","M-1155"
"bule de chá ","M-1156"
"cremeira","M-1157"
"cibório","M-1158"
"enfeite de mesa (?)","M-1159"
"cesto","M-1160"
"cesto","M-1161"
"Copo","M-1162"
"jarra","M-1163"
"caneca","M-1164"
"porta-biscoitos","M-1165"
"taça","M-1166"
"taça","M-1167"
"naveta","M-1168"
"saleiro","M-1169"
"saleiro","M-1170"
"saleiro","M-1171"
"saleiro","M-1172"
"saleiro","M-1173"
"saleiro","M-1174"
"travessa","M-1175"
"travessa","M-1176"
"naveta ","M-1177"
"Molheira","M-1178"
"Espevitadeira com bandeja","M-1179"
"caneca","M-1180"
"caneca","M-1181"
"caneca","M-1182"
"tastevin","M-1183"
"caneca","M-1184"
"recipiente","M-1185"
"recipiente (?)","M-1186"
"paliteiro","M-1187"
"paliteiro","M-1188"
"paliteiro","M-1189"
"paliteiro","M-1190"
"paliteiro","M-1191"
"paliteiro","M-1192"
"paliteiro","M-1193"
"paliteiro","M-1194"
"penca com sete frutas","M-1195"
"coqueteleira","M-1196"
"travessa","M-1198"
"travessa","M-1199"
"travessa","M-1200"
"travessa","M-1201"
"travessa","M-1202"
"travessa","M-1203"
"salva","M-1204"
"travessa","M-1205"
"travessa","M-1206"
"travessa","M-1207"
"travessa","M-1208"
"travessa para peixe","M-1209"
"prato ","M-1210"
"prato","M-1211"
"travessa","M-1212"
"tampa para travessa","M-1213"
"travessa com réchaud","M-1214"
"prato","M-1215"
"prato","M-1216"
"prato","M-1217"
"prato","M-1218"
"prato","M-1219"
"prato","M-1220"
"prato","M-1221"
"prato","M-1222"
"prato","M-1223"
"prato","M-1224"
"prato","M-1225"
"prato","M-1226"
"galheteiro","M-1227"
"taça (?)","M-1228"
"PAISAGEM DE CIDADE - ESTUDO Para ILUSTRAÇÃO","M-1229"
"Galo - estudo para ilustração ","M-1230"
"Grupo à mesa - Estudo para ilustração ","M-1231"
"lanterna","M-1232"
"Lanterna","M-1233"
"fruteira","M-1234"
"leque","M-1235"
"leque","M-1236"
"Piteira","M-1237"
"vaso Nazca","M-1238"
"piteira","M-1239"
"lupa","M-1240"
"frascos para perfume","M-1241"
"porta-pincéis","M-1242"
"porta-pincéis","M-1243"
"poltrona","M-1244"
"genuflexório","M-1245"
"sofá","M-1246"
"espátula","M-1247"
"samovar ","M-1248"
"travessa","M-1249"
"bandeja","M-1250"
"salva","M-1251"
"salva","M-1252"
"salva","M-1253"
"sineta","M-1254"
"tocheiro","M-1255"
"salva","M-1256"
"ânfora","M-1257"
"travessa","M-1258"
"cálice","M-1259"
"corola","M-1260"
"Porta-anéis","M-1261"
"cesto","M-1262"
"saboneteira","M-1263"
"candelabro","M-1264"
"candelabro","M-1265"
"réchaud","M-1266"
"bule","M-1267"
"bule","M-1268"
"jarra","M-1269"
"aquecedor de conhaque","M-1270"
"recipiente para tempero","M-1271"
"cinzeiro","M-1272"
"cinzeiro","M-1273"
"concha","M-1274"
"xícara","M-1275"
"Ânfora","M-1276"
"Moldura de perfil de camarim de igreja","M-1277"
"fruteira","M-1278"
"Suporte para torah","M-1279"
"travessa","M-1280"
"travessa","M-1281"
"travessa","M-1282"
"salva","M-1283"
"salva","M-1284"
"fragmento de tecido","M-1285"
"salva","M-1286"
"petisqueira","M-1287"
"petisqueira","M-1288"
"petisqueira","M-1289"
"petisqueira","M-1290"
"travessa com tampa","M-1291"
"travessa com tampa","M-1292"
"prato decorativo","M-1293"
"castiçal-de-banqueta","M-1294"
"castiçal-de-banqueta","M-1295"
"prato","M-1296"
"prato","M-1297"
"prato","M-1298"
"prato","M-1299"
"prato","M-1300"
"prato","M-1301"
"prato","M-1302"
"prato","M-1303"
"prato","M-1304"
"prato","M-1305"
"prato","M-1306"
"prato","M-1307"
"prato","M-1308"
"prato","M-1309"
"prato","M-1310"
"prato","M-1311"
"prato","M-1312"
"prato","M-1313"
"prato","M-1314"
"prato","M-1315"
"prato","M-1316"
"prato","M-1317"
"prato","M-1318"
"prato","M-1319"
"prato","M-1320"
"prato","M-1321"
"prato","M-1322"
"prato","M-1323"
"prato","M-1324"
"prato","M-1325"
"prato","M-1326"
"prato","M-1327"
"prato","M-1328"
"prato","M-1329"
"prato","M-1330"
"prato","M-1331"
"prato","M-1332"
"prato","M-1333"
"prato","M-1334"
"prato","M-1335"
"prato","M-1336"
"prato","M-1337"
"prato para pão","M-1338"
"prato para pão","M-1339"
"prato para pão","M-1340"
"prato para pão","M-1341"
"prato para pão","M-1342"
"prato para pão","M-1343"
"prato para pão","M-1344"
"prato para pão","M-1345"
"prato para pão","M-1346"
"prato para pão","M-1347"
"prato para pão","M-1348"
"prato para pão","M-1349"
"prato para pão ","M-1350"
"prato para pão","M-1351"
"prato para pão","M-1352"
"prato para pão","M-1353"
"prato para pão","M-1354"
"prato para pão","M-1355"
"garfo para peixe","M-1356"
"faca para peixe","M-1357"
"faca ","M-1358"
"garfo","M-1359"
"porta-menu","M-1360"
"porta-menu","M-1361"
"colher de sopa","M-1362"
"colher de sobremesa","M-1363"
"colher de chá","M-1364"
"colher de café","M-1365"
"garfo de mesa","M-1366"
"garfo de sobremesa","M-1367"
"garfo de peixe","M-1368"
"faca de mesa","M-1369"
"faca de sobremesa","M-1370"
"faca de peixe","M-1371"
"colher de açúcar","M-1372"
"colher de açúcar","M-1373"
"garfo de salada","M-1374"
"concha de sopa","M-1375"
"colher de salada","M-1376"
"faca de servir","M-1377"
"garfo de servir","M-1378"
"espátula de bolo","M-1379"
"colher de servir","M-1380"
"espátula de servir","M-1381"
"colher de servir","M-1382"
"espátula de servir","M-1383"
"argola de guardanapo","M-1384"
"sopeira","M-1385"
"Molheira","M-1386"
"travessa","M-1387"
"travessa oval grande","M-1388"
"travessa oval média","M-1389"
"travessa oval pequena","M-1390"
"prato raso","M-1391"
"prato fundo","M-1392"
"prato de sobremesa","M-1393"
"prato raso","M-1394"
"prato de pão","M-1395"
"prato de sobremesa","M-1396"
"taça de consomê","M-1397"
"pires para taça de consomê","M-1398"
"prato raso","M-1399"
"prato de sobremesa","M-1400"
"prato de pão","M-1401"
"taça de consomê","M-1402"
"pires para taça de consomê","M-1403"
"xícara de chá","M-1404"
"pires para xícara de chá","M-1405"
"xícara de café","M-1406"
"pires para xícara de café","M-1407"
"travessa redonda","M-1408"
"travessa oval pequena","M-1409"
"travessa oval média","M-1410"
"travessa oval grande","M-1411"
"travessa para peixe","M-1412"
"molheira","M-1413"
"molheira com tampa","M-1414"
"sopeira","M-1415"
"prato raso","M-1416"
"prato de sobremesa","M-1417"
"prato raso","M-1418"
"prato fundo","M-1419"
"prato de pão","M-1420"
"prato de sobremesa","M-1421"
"prato raso","M-1422"
"prato","M-1423"
"prato de sobremesa","M-1424"
"prato de pão","M-1425"
"legumeira","M-1426"
"molheira","M-1427"
"travessa oval","M-1428"
"travessa oval","M-1429"
"travessa oval","M-1430"
"travessa oval","M-1431"
"legumeira","M-1432"
"travessa","M-1433"
"travessa","M-1434"
"travessa","M-1435"
"travessa","M-1436"
"travessa","M-1437"
"molheira","M-1438"
"taça de água","M-1439"
"taça de vinho tinto","M-1440"
"taça de vinho branco","M-1441"
"taça de champagne","M-1442"
"taça de água","M-1443"
"taça de vinho tinto","M-1444"
"taça de vinho branco","M-1445"
"taça de champagne","M-1446"
"taça de vinho do porto","M-1447"
"taça de coquetel","M-1448"
"copo alto","M-1449"
"copo baixo","M-1450"
"lavanda","M-1451"
"saladeira (jardinière)","M-1452"
"taça de água","M-1453"
"taça de vinho tinto","M-1454"
"taça de vinho branco","M-1455"
"taça de champanhe","M-1456"
"lavanda","M-1457"
"pires para lavanda","M-1458"
"taça","M-1459"
"taça","M-1460"
"taça","M-1461"
"taça","M-1462"
"taça","M-1463"
"taça","M-1464"
"taça","M-1465"
"colher de sopa","M-1466"
"colher de sobremesa","M-1467"
"colher de chá","M-1468"
"garfo","M-1469"
"garfo de sobremesa","M-1470"
"faca","M-1471"
"faca de sobremesa","M-1472"
"colher de sobremesa","M-1473"
"colher de sobremesa","M-1474"
"colher de consomê","M-1475"
"colher de chá","M-1476"
"colher de chá","M-1477"
"colher de café","M-1478"
"garfo de mesa","M-1479"
"garfo de mesa","M-1480"
"garfo de sobremesa","M-1481"
"garfo de peixe","M-1482"
"garfo de peixe","M-1483"
"faca de peixe","M-1484"
"faca de peixe","M-1485"
"faca de sobremesa","M-1486"
"faca de sobremesa","M-1487"
"faca de mesa","M-1488"
"faca de mesa","M-1489"
"colher de servir","M-1490"
"colher de servir","M-1491"
"colher de servir","M-1492"
"colher de servir","M-1493"
"colher de servir","M-1494"
"colher de servir","M-1495"
"colher de servir","M-1496"
"colher de servir","M-1497"
"colher de servir","M-1498"
"colher de açúcar","M-1499"
"concha","M-1500"
"concha","M-1501"
"garfo de servir","M-1502"
"garfo de servir","M-1503"
"garfo de servir","M-1504"
"garfo de servir","M-1505"
"garfo/colher","M-1506"
"garfo de servir","M-1507"
"espátula de servir","M-1508"
"espátula de servir","M-1509"
"espátula de servir","M-1510"
"faca de servir","M-1511"
"espátula","M-1512"
"pinça de açúcar","M-1513"
"tesoura de uva","M-1514"
"tesoura de uva","M-1515"
"Balança","M-1516"
"cadeira","M-1517"
"Paisagem","M-1518"
"xícara de chá","M-1519"
"pires para xícara de chá","M-1520"
"prato de sobremesa","M-1521"
"Bule de chá","M-1522"
"açucareiro","M-1523"
"leiteira","M-1524"
"marcador de lugar","M-1525"
"marcador de lugar","M-1526"
"porta caixa de fósforos","M-1527"
"cinzeiro","M-1528"
"porta-cigarros","M-1529"
"porta-caixa de fósforos","M-1530"
"espetinho para aperitivo","M-1531"
"cinzeiro","M-1532"
"porta-caixa de fósforos","M-1533"
"instrumento para retirar gás de bebidas","M-1534"
"copo","M-1535"
"cinzeiro","M-1536"
"caneca","M-1537"
"espeto para aperitivo","M-1538"
"colher para açucareiro","M-1539"
"argola de guardanapo","M-1540"
"argola de guardanapo","M-1541"
"argola de guardanapo","M-1542"
"tinteiro","M-1543"
"tinteiro","M-1544"
"xícara","M-1545"
"Casaco","M-1546"
"casaco","M-1547"
"casaco","M-1548"
"casaco","M-1549"
"casaco","M-1550"
"estola","M-1551"
"Vestido de couro","M-1552"
"estola","M-1553"
"capa","M-1554"
"Pelerine","M-1555"
"Conjunto saia e blazer","M-1556"
"Conjunto casaco e vestido","M-1557"
"casaco","M-1558"
"conjunto de vestido e Blazer","M-1559"
"Túnica (?)","M-1560"
"Bolsa","M-1561"
"bolsa","M-1562"
"vestido","M-1563"
"vestido","M-1564"
"vestido","M-1565"
"vestido","M-1566"
"vestido esporte","M-1567"
"túnica","M-1568"
"vestido","M-1569"
"vestido","M-1570"
"vestido","M-1571"
"vestido","M-1572"
"vestido de noite","M-1573"
"vestido","M-1574"
"vestido","M-1575"
"vestido","M-1576"
"sombrinha","M-1577"
"xícara de chá","M-1578"
"pires para xícara de chá","M-1579"
"prato de chá","M-1580"
"cremeira","M-1581"
"açucareiro","M-1582"
"tocheiro","M-1583"
"tocheiro","M-1584"
"prato raso","M-1585"
"prato fundo","M-1586"
"xícara de chá","M-1587"
"pires para xícara de chá","M-1588"
"recipiente","M-1589"
"Ânfora","M-1590"
"Figura de ancião","M-1591"
"Estojo de escritório","M-1592"
"Figura de santo (?)","M-1593"
"moldura","M-1594"
"moldura","M-1595"
"moldura","M-1596"
"moldura","M-1597"
"travessa com réchaud","M-1598"
"Abajur","M-1599"
"abajur","M-1600"
"lustre","M-1601"
"Organizador de lugares","M-1602"
"organizador de lugares","M-1603"
"Chaveiro klabin","M-1604"
"chaveiro klabin","M-1605"
"chaveiro klabin","M-1606"
"chaveiro klabin","M-1607"
"chaveiro klabin","M-1608"
"espelho de parede","M-1609"
"caneta","M-1610"
"caneta","M-1611"
"caneta","M-1612"
"bandeja","M-1613"
"tampa (?)","M-1614"
"mesa","M-1615"
"cadeira","M-1616"
"Figura de Cangaceiro","M-1617"
"Figura de Cangaceiro","M-1618"
"Grupo tocando Berimbau","M-1619"
